"Study Area","Transect Name","Point Id","Date","Point Index","Direction","Canopy1","Canopy2","Canopy3","Top Layer","Height","Lower1","Lower2","Lower3","Lower4","Lower5","Lower6","Lower7","Lower8","Lower9","Lower10","Soil Surface","Thatch Indices Lower","Thatch Top Layer"
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,26,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,27,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,28,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,29,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,30,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,31,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,32,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,33,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,34,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,35,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,36,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,37,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,38,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,39,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,40,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,41,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,42,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,43,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,44,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,45,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,46,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,47,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,48,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,49,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,50,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,1,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,2,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,3,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,4,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,5,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,6,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,7,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,8,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,9,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,10,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,11,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,12,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,13,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,14,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,15,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,16,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,17,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,18,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,19,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,20,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,21,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,22,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,23,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,24,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,25,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,26,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,27,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,28,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,29,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,30,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,31,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,32,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,33,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,34,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,35,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,36,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,37,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,38,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,39,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,40,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,41,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,42,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,43,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,44,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,45,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,46,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,47,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,48,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,49,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","French Ranch (Point Count Transect)",FRRA01,2019-06-06,50,,,,,,,,,,,,,,,,,,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,1,321,,,,AVFA,51,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,2,321,,,,NAPU4,47,RACA2,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,3,321,,,,RACA2,42,AVFA,BRDI2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,4,321,,,,RACA2,10,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,5,321,,,,CONVO,5,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,6,321,,,,BRDI2,30,RACA2,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,7,321,,,,BRDI3,30,AVFA,BRDI2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,8,321,,,,NAPU4,31,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,9,321,,,,AVFA,54,LOPEM2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,10,321,,,,AVFA,57,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,11,321,,,,AVFA,50,BRDI2,BRHO2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,12,321,,,,BRHO2,22,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,13,321,,,,LOPEM2,25,VIVI,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,14,321,,,,LOPEM2,13,CONVO,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,15,321,,,,BRDI2,10,ERBO,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,16,321,,,,VIVI,31,BRDI2,ERBO,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,17,321,,,,BRDI2,24,BRHO2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,18,321,,,,RACA2,20,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,19,321,,,,BRDI2,40,BRHO2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,20,321,,,,NAPU4,41,BRDI2,LOPEM2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,21,321,,,,AVFA,38,BRDI2,BRHO2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,22,321,,,,AVFA,50,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,23,321,,,,NAPU4,55,LOPEM2,BRDI2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,24,321,,,,BRDI2,23,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,25,321,,,,BRHO2,45,AVFA,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,26,321,,,,2GA,2,,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,27,321,,,,LOPEM2,40,BRHO2,AVFA,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,28,321,,,,LOPEM2,24,BRHO2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,29,321,,,,AVFA,25,VIVI,BRDI2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,30,321,,,,AVFA,32,BRDI2,LOPEM2,BRHO2,2GA,,,,,,,S,4,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,31,321,,,,LOPEM2,26,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,32,321,,,,ERBO,23,LOPEM2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,33,321,,,,NAPU4,48,RACA2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,34,321,,,,NAPU4,39,BRHO2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,35,321,,,,AVFA,35,VUBR,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,36,321,,,,LOPEM2,33,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,37,321,,,,AVFA,62,LOPEM2,NAPU4,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,38,321,,,,NAPU4,41,LOPEM2,BRHO2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,39,321,,,,NAPU4,47,VIVI,AVFA,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,40,321,,,,BRHO2,35,LOPEM2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,41,321,,,,LOPEM2,22,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,42,321,,,,NAPU4,45,BRHO2,LOPEM2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,43,321,,,,LOPEM2,35,ERBO,BRHO2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,44,321,,,,RACA2,26,LOPEM2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,45,321,,,,RACA2,30,LOPEM2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,46,321,,,,LOPEM2,40,BRHO2,MEPO3,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,47,321,,,,BRHO2,22,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,48,321,,,,LOPEM2,30,VIVI,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,49,321,,,,BRHO2,9,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,50,321,,,,ERBO,12,VIVI,LOPEM2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,1,141,,,,NAPU4,30,RACA2,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,2,141,,,,BRHO2,15,BRDI2,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,3,141,,,,AVFA,30,GEDI,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,4,141,,,,BRDI2,20,DACA6,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,5,141,,,,BRDI2,19,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,6,141,,,,BRDI2,12,VIVI,RACA2,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,7,141,,,,AVFA,42,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,8,141,,,,NAPU4,29,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,9,141,,,,RACA2,18,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,10,141,,,,BRHO2,23,ERBO,AVFA,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,11,141,,,,BRDI2,20,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,12,141,,,,ERBO,21,AVFA,RACA2,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,13,141,,,,ERBO,6,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,14,141,,,,BRHO2,19,RACA2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,15,141,,,,HYPOC,7,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,16,141,,,,VIVI,21,BRHO2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,17,141,,,,AVFA,14,HYPOC,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,18,141,,,,HYPOC,2,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,19,141,,,,AVFA,68,ERBO,HYPOC,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,20,141,,,,LOPEM2,8,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,21,141,,,,LOPEM2,20,NAPU4,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,22,141,,,,NAPU4,35,HYPOC,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,23,141,,,,LOPEM2,20,VUBR,HYPOC,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,24,141,,,,2GA,3,,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,25,141,,,,LOPEM2,18,HYPOC,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,26,141,,,,NAPU4,49,LOPEM2,HYPOC,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,27,141,,,,LOPEM2,24,VIVI,HYPOC,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,28,141,,,,VUBR,5,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,29,141,,,,RACA2,41,LOPEM2,AVFA,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,30,141,,,,LOPEM2,6,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,31,141,,,,NAPU4,49,GEDI,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,32,141,,,,LOPEM2,38,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,33,141,,,,LOPEM2,24,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,34,141,,,,LOPEM2,25,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,35,141,,,,LOPEM2,21,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,36,141,,,,LOPEM2,25,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,37,141,,,,NAPU4,29,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,38,141,,,,NAPU4,79,LOPEM2,HYPOC,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,39,141,,,,NAPU4,70,BRDI3,VIVI,2GA,,,,,,,,S,3,0
